Iteration,ACS_time,ACS_dist,Elitist_time,Elitist_dist,MaxMin_time,MaxMin_dist
1,0.007983684539794922,2079.2228056090385,0.008046150207519531,2079.2228056090385,0.007831335067749023,2079.2228056090385
1,0.007807254791259766,2143.440856151343,0.007670402526855469,2143.440856151343,0.007917642593383789,2143.440856151343
1,0.007514476776123047,2202.5595799155512,0.007556915283203125,2202.5595799155512,0.007295370101928711,2202.5595799155512
1,0.007824420928955078,2451.6765113726237,0.007717609405517578,2451.6765113726233,0.008204460144042969,2451.676511372623
1,0.007698774337768555,1906.8164067173848,0.007829427719116211,1906.816406717385,0.0073604583740234375,1906.8164067173848
1,0.008075714111328125,2358.4671864232428,0.007896900177001953,2358.4671864232428,0.00952601432800293,2358.4671864232428
1,0.009330034255981445,2193.940111906584,0.007811784744262695,2193.940111906584,0.007613658905029297,2193.940111906584
1,0.007680654525756836,2520.6101984547017,0.007654666900634766,2520.6101984547013,0.007709503173828125,2518.299515626264
1,0.007898807525634766,2624.613713863094,0.008067131042480469,2633.2608814344394,0.007768154144287109,2624.613713863094
1,0.007816791534423828,2336.7832485796853,0.0077741146087646484,2336.783248579686,0.00814962387084961,2336.7832485796853
1,0.007802486419677734,2189.9036778917143,0.0081634521484375,2189.9036778917143,0.0075206756591796875,2189.9036778917143
1,0.0077817440032958984,2301.2456712401695,0.007748842239379883,2301.2456712401695,0.007773637771606445,2301.2456712401695
1,0.00737309455871582,2360.256024344156,0.007880687713623047,2360.256024344156,0.007493734359741211,2360.256024344156
1,0.008129358291625977,2162.503850807945,0.00787496566772461,2162.503850807945,0.00874185562133789,2162.503850807945
1,0.007795572280883789,2240.9555656409825,0.007814168930053711,2238.360098063675,0.007595539093017578,2238.360098063675
1,0.008511781692504883,2289.1055872387637,0.00790715217590332,2261.804856091056,0.008001327514648438,2261.8048560910565
1,0.007654666900634766,2442.548411781458,0.007939577102661133,2442.548411781458,0.007513523101806641,2442.5484117814576
1,0.007861614227294922,2754.7385678012915,0.007788419723510742,2754.7385678012915,0.007892847061157227,2754.7385678012915
1,0.007754802703857422,2327.7076933145245,0.0077762603759765625,2327.7076933145245,0.007544994354248047,2327.7076933145245
1,0.008232355117797852,2234.875667433442,0.0076024532318115234,2263.169729952167,0.007954835891723633,2234.8756674334413
2,0.030597925186157227,3188.970681150138,0.0295712947845459,3067.5666958538973,0.029976367950439453,3005.8330158491854
2,0.030580520629882812,3630.3812811297325,0.02938699722290039,3648.4889407575524,0.03242373466491699,3363.747455995328
2,0.030541181564331055,3877.4268413732634,0.030431032180786133,3875.356911535845,0.030698299407958984,3673.0262773502577
2,0.029628992080688477,2744.3215679702707,0.03129720687866211,2679.1938079961715,0.03027510643005371,2620.757137410987
2,0.031031370162963867,3395.2264757813928,0.030028581619262695,3350.8962093895107,0.030519962310791016,3225.033220813389
2,0.029687881469726562,3199.793173591058,0.02987837791442871,3384.4947926084765,0.030350446701049805,3091.1339587325087
2,0.02919483184814453,2730.982375911604,0.03181600570678711,2727.776253264621,0.030352354049682617,2695.8930164360345
2,0.029030799865722656,3714.6959234008873,0.030523061752319336,3772.010602048546,0.02908492088317871,3549.517290388057
2,0.030309200286865234,3060.3712823230026,0.03068089485168457,2926.2741822553194,0.03139781951904297,2912.036846418896
2,0.031339406967163086,3182.4494505770263,0.03413128852844238,2841.8981268788766,0.03345322608947754,2821.4199236769
2,0.033980607986450195,3581.912922698946,0.031248807907104492,3508.9913468001123,0.030660390853881836,3398.1733799894096
2,0.029909372329711914,3176.5170697809344,0.029856204986572266,3155.6240694494327,0.030878067016601562,2786.466415720917
2,0.030308008193969727,3758.106277834689,0.030608177185058594,3914.4820651949362,0.030298471450805664,3380.0645922837166
2,0.031907081604003906,3423.0708909839705,0.029973506927490234,3488.8437713634353,0.030322551727294922,3420.515949663963
2,0.03065013885498047,3468.3802244107274,0.030298233032226562,3608.2517411755202,0.03001999855041504,3248.549393378394
2,0.02993917465209961,3973.909753625962,0.03276968002319336,3902.862638011954,0.030396461486816406,3301.0438397494295
2,0.03348088264465332,3800.1361361668214,0.056395530700683594,3615.8847792800534,0.03524017333984375,3336.2059431919083
2,0.029941558837890625,3137.9595568665522,0.030627012252807617,3285.408336437148,0.030647993087768555,3065.3683587645273
2,0.03508591651916504,2845.676999610056,0.029802560806274414,2883.9723597698357,0.029788494110107422,2979.743997777749
2,0.03148365020751953,2520.5488359269566,0.03013157844543457,2672.7688737795124,0.030885696411132812,2483.1797819415556
3,0.07346081733703613,4737.437056879222,0.07241034507751465,4339.687095343965,0.07117652893066406,4206.808318981906
3,0.0702369213104248,3836.6257347448504,0.07006406784057617,4127.311050336875,0.07101559638977051,3579.535949820277
3,0.07066488265991211,4159.807091506318,0.07136821746826172,4451.610625962014,0.07227754592895508,4156.8317980045085
3,0.07091021537780762,4164.747504299606,0.06854534149169922,3727.5838608616245,0.06939983367919922,3673.405606969391
3,0.06814789772033691,4271.71125780637,0.06801319122314453,4150.944546138292,0.06974053382873535,3630.2513313375907
3,0.06931591033935547,4466.3410735676025,0.0745854377746582,4580.909934664874,0.07154345512390137,4010.631701157249
3,0.07190632820129395,4459.315026134662,0.07321286201477051,4380.529052573946,0.07501530647277832,3955.6203694594337
3,0.0713343620300293,5102.711225917211,0.07407736778259277,5251.116968641913,0.10240745544433594,4555.965436990177
3,0.0767831802368164,4326.21383689146,0.06940269470214844,4221.4342119775865,0.076934814453125,3768.071102040603
3,0.0742185115814209,4230.529092499162,0.07753443717956543,4388.749178609229,0.08393073081970215,3723.1270201557995
3,0.06955647468566895,3916.600698995875,0.07060122489929199,3995.7175235658224,0.07169508934020996,3485.4210901947476
3,0.08001875877380371,3665.7500760175476,0.07132434844970703,4109.175739328028,0.07301616668701172,3822.41457678667
3,0.07386136054992676,4165.9115186326135,0.08239603042602539,3854.3651052429577,0.07170557975769043,3826.187415451357
3,0.06990981101989746,4337.158346296805,0.07065439224243164,4245.574306251409,0.0721743106842041,3848.2551202229874
3,0.07022476196289062,4956.728888138314,0.06917166709899902,4784.12378506643,0.07028985023498535,4614.422138642388
3,0.07004094123840332,4416.032383013416,0.06887674331665039,4572.538668430566,0.06995582580566406,4250.573390500946
3,0.06829667091369629,4259.572622686672,0.0698692798614502,4168.515447785304,0.07170677185058594,3997.1968609347623
3,0.07088637351989746,4597.143883930584,0.06951689720153809,4502.4100037878125,0.07306694984436035,3964.67396987404
3,0.0712125301361084,4564.585003811533,0.07237958908081055,4514.573862254172,0.07175612449645996,3997.9227804250836
3,0.06964731216430664,4248.882851662215,0.06927633285522461,4707.8518154013045,0.06970047950744629,3938.034790923649
4,0.13100767135620117,4947.324681095786,0.1312096118927002,4525.788113178572,0.12978744506835938,4225.484514178247
4,0.12867164611816406,5340.0212089211855,0.12850546836853027,5138.663986915192,0.13043427467346191,4721.4708967077995
4,0.12778878211975098,5507.172336157236,0.12989091873168945,5651.671023090933,0.12929201126098633,4893.59840823403
4,0.12910699844360352,5639.034079215985,0.12840938568115234,5805.602645502718,0.12868547439575195,5151.984135951367
4,0.13202238082885742,5431.701259998538,0.1323399543762207,5727.74046605697,0.13114714622497559,4844.402178851199
4,0.12874388694763184,5544.389949709222,0.12904667854309082,5076.741701835545,0.12973523139953613,4740.145568190911
4,0.12480044364929199,5005.016422662401,0.12780523300170898,5318.200970459365,0.1299295425415039,4611.956951566662
4,0.1309494972229004,4887.961749107096,0.13179969787597656,5225.478385365577,0.1320347785949707,4496.644207889217
4,0.13065695762634277,5355.160497463935,0.1318368911743164,5553.545693118919,0.12898755073547363,4773.278566145257
4,0.12619495391845703,5496.337580855417,0.12900710105895996,5209.335042271732,0.12921428680419922,4490.588847533572
4,0.13062691688537598,4973.657905317302,0.12846779823303223,4798.087339810904,0.13037967681884766,4375.019145593971
4,0.12625336647033691,5868.997623422149,0.12988829612731934,6079.181665096269,0.12883877754211426,5097.899311492143
4,0.12885713577270508,5512.958981738198,0.13100147247314453,5569.260024577322,0.12767863273620605,5063.085114463606
4,0.12514686584472656,5700.077701147137,0.13210797309875488,5763.4848120993865,0.13786005973815918,4877.644059604734
4,0.13485145568847656,5986.681911035368,0.1358487606048584,5740.44392142708,0.1279735565185547,5336.734279411622
4,0.12910866737365723,5566.208729185835,0.13090133666992188,5304.647761125217,0.13141989707946777,4798.043540870557
4,0.12669014930725098,5316.181097737586,0.1299762725830078,5279.374898717792,0.12828302383422852,4879.015319154012
4,0.12882041931152344,5473.624670609584,0.12863898277282715,5267.658628979811,0.12904620170593262,4445.333113014329
4,0.12745165824890137,4786.328427026263,0.12921500205993652,4930.897581805991,0.12946581840515137,4345.366806340458
4,0.12843966484069824,4932.057384099454,0.1280808448791504,5339.269281102536,0.1303262710571289,4979.139024720761
5,0.21279430389404297,5871.642944857036,0.21271133422851562,5927.810949110245,0.21181607246398926,5045.942151584241
5,0.2107558250427246,6015.002193755758,0.2157583236694336,6186.302354344441,0.21890807151794434,5245.264688817575
5,0.2221240997314453,6594.915166162789,0.21657991409301758,6390.087260387204,0.2132711410522461,5226.416422143211
5,0.21309185028076172,5842.746701289198,0.21246933937072754,5894.840174954093,0.21026253700256348,4721.746609089595
5,0.21277570724487305,6793.440737976008,0.22795510292053223,6848.601594757103,0.21806788444519043,5690.910312158274
5,0.2107689380645752,6392.234726244404,0.21253561973571777,6054.777388178374,0.22133994102478027,4943.715954425665
5,0.2175133228302002,6659.501436561511,0.2210252285003662,6036.754210881728,0.2189624309539795,5457.369952591686
5,0.20720887184143066,6603.288200362381,0.21308231353759766,6662.617043324388,0.2129204273223877,5632.642097734268
5,0.21771645545959473,6186.956157741752,0.21651911735534668,6464.825038406263,0.21266865730285645,5422.942441669081
5,0.20878028869628906,6712.00156034875,0.21245479583740234,6489.095592603015,0.21637773513793945,5262.38376200854
5,0.20989537239074707,5975.2462629873025,0.2124180793762207,5858.936626157953,0.21627092361450195,5170.450001126398
5,0.21182894706726074,6332.6254902582405,0.21052098274230957,6215.629839249002,0.21698975563049316,5234.084821426656
5,0.2112436294555664,6233.961772915523,0.21000194549560547,6037.88871129801,0.21612787246704102,5168.444248717451
5,0.21183443069458008,5971.398638864139,0.21185755729675293,5755.678105624702,0.2203657627105713,4876.968146322399
5,0.21236896514892578,6414.888072042965,0.21703624725341797,6489.764850882983,0.21810150146484375,5773.493212644181
